170786878274,57.221452189
170786878291,57.358399218
170786878293,57.371350567
170786878296,57.380669675
170786878298,57.392283282
170786878300,57.402331393
170786878303,57.413263946
170786878305,57.423564757
170786878307,57.434723686
170786878310,57.444778839
170786878319,57.680622315
170786878321,57.731610373
170786878324,57.792578483
170786878326,57.808377524
170786878328,57.821196429
170786878331,57.833991876
170786878333,57.844158134
170786878335,57.854778168
170786878337,57.865742745
170786878341,57.876550152
170786878351,58.131896159
170786878354,58.19887221
170786878357,58.243950283
170786878359,58.253476859
170786878361,58.26301921
170786878363,58.272745929
170786878366,58.283777353
170786878368,58.294234964
170786878371,58.30484644
170786878374,58.314043384
170786878383,58.560496494
170786878387,58.664552792
170786878389,58.707152423
170786878392,58.718788814
170786878394,58.730371484
170786878396,58.739498058
170786878398,58.749962506
170786878401,58.758634564
170786878404,58.769393623
170786878407,58.779013103
170786878415,58.996876754
170786878418,59.066978089
170786878420,59.139224485
170786878422,59.152893872
170786878424,59.164371927
170786878427,59.174857869
170786878431,59.182842737
170786878434,59.189537496
170786878437,59.196360237
170786878441,59.203088347
170786878448,59.422272144
170786878451,59.501316513
170786878453,59.57273758
170786878456,59.594407303
170786878458,59.605052731
170786878461,59.614415508
170786878464,59.62393399
170786878467,59.633918735
170786878471,59.644076567
170786878474,59.652385254
170786878482,59.853621384
170786878484,59.914624223
170786878486,59.979554445
170786878488,60.01368889
170786878491,60.022805315
170786878494,60.032895739
170786878497,60.042592978
170786878501,60.052478662
170786878504,60.062280699
170786878507,60.071923423
170786878516,60.281009012
170786878518,60.349229211
170786878520,60.41861169
170786878523,60.445385401
170786878525,60.45520833
170786878527,60.46515526
170786878531,60.473606297
170786878534,60.480317205
170786878537,60.487100203
170786878541,60.493754926
170786878548,60.700261499
170786878550,60.760126488
170786878553,60.821516856
170786878555,60.860571887
170786878558,60.871645575
170786878561,60.881387279
170786878564,60.891511113
170786878568,60.901271188
170786878571,60.91127367
170786878574,60.920935112
170786878582,61.122349779
170786878584,61.178910882
170786878586,61.241079679
170786878589,61.262825731
170786878591,61.272461454
170786878594,61.281975935
170786878598,61.288779193
170786878601,61.295462635
170786878604,61.302228508
170786878608,61.308947936
170786878615,61.509662213
170786878618,61.570334905
170786878620,61.636974377
170786878622,61.65846234
170786878625,61.669818579
170786878628,61.678748356
170786878631,61.68558493
170786878634,61.692263209
170786878638,61.699117338
170786878641,61.705785914
170786878649,61.921844377
170786878651,61.983425024
170786878653,62.052182962
170786878656,62.075088332
170786878658,62.085282354
170786878661,62.092224651
170786878664,62.099071852
170786878668,62.105785665
170786878671,62.112637887
170786878674,62.119292392
170786878682,62.316695909
170786878684,62.378318802
170786878687,62.448550774
170786878689,62.472451083
170786878691,62.481337548
170786878694,62.491125699
170786878698,62.502322422
170786878701,62.51232118
170786878704,62.522212145
170786878708,62.530495645
170786878715,62.730719492
170786878717,62.791724362
170786878720,62.865568366
170786878722,62.893521587
170786878724,62.903822569
170786878728,62.913276349
170786878731,62.92262707
170786878734,62.930613053
170786878738,62.940030699
170786878741,62.949356202
170786878748,63.151709592
170786878751,63.218760778
170786878753,63.298192893
170786878756,63.315379322
170786878758,63.325737602
170786878761,63.332397343
170786878764,63.339215839
170786878768,63.345892525
170786878771,63.352725726
170786878774,63.359414042
170786878781,63.567375155
170786878784,63.631576211
170786878786,63.70391956
170786878788,63.734300098
170786878791,63.744742471
170786878794,63.754132044
170786878798,63.763200986
170786878801,63.770579577
170786878804,63.779909803
170786878808,63.788933468
170786878815,64.00561073
170786878818,64.068044824
170786878820,64.117309985
170786878823,64.130803708
170786878826,64.140083505
170786878828,64.151428414
170786878831,64.162595487
170786878834,64.173508026
170786878838,64.187065027
170786878841,64.19868499
170786878849,64.400066995
170786878851,64.442649883
170786878853,64.494094959
170786878856,64.534018608
170786878858,64.545461589
170786878861,64.556441015
170786878864,64.567493331
170786878868,64.576735568
170786878871,64.586158289
170786878874,64.5954401
170786878882,64.806517101
170786878884,64.85905136
170786878887,64.933381811
170786878889,64.957527811
170786878891,64.967582273
170786878894,64.97679866
170786878898,64.986256478
170786878901,64.995587514
170786878904,65.004969367
170786878908,65.014416066
170786878919,65.327794136
170786878922,65.405680138
170786878925,65.459029356
170786878928,65.470140021
170786878930,65.479551612
170786878932,65.488875683
170786878934,65.496296165
170786878936,65.503830166
170786878938,65.511776557
170786878941,65.518431983
170786878951,65.753222003
170786878953,65.8143395
170786878956,65.872707368
170786878958,65.890030591
170786878960,65.902078921
170786878962,65.912147607
170786878964,65.919714568
170786878968,65.930706031
170786878971,65.938761161
