1707865525596,2.760551021
1707865525867,3.250635638
1707865526037,3.652573721
1707865526207,4.089640281
1707865526334,4.375588226
1707865526432,4.619565111
1707865526589,5.053483204
1707865526724,5.433197789
1707865526849,5.827717581
1707865526992,6.275212877
1707865527136,6.619506606
1707865527256,6.947710867
1707865527374,7.250041063
1707865527489,7.503736835
1707865527653,7.727586698
1707865527828,7.987865431
1707865527940,8.259826401
1707865528062,8.557337895
1707865528220,8.945570072
1707865528539,9.387426606
1707865528794,9.737353472
1707865529068,10.115174217
1707865529346,10.560924092
1707865529541,10.875330697
1707865529711,11.266443031
1707865529944,11.625676763
1707865530110,11.904192569
1707865530255,12.179497746
1707865530393,12.503219625
1707865530533,12.892523404
1707865530666,13.260910454
1707865530799,13.65777501
1707865530965,14.110432593
1707865531113,14.512790179
1707865531219,14.814711234
1707865531361,15.222045639
1707865531520,15.588245199
1707865531633,15.923202437
1707865531752,16.273518133
1707865531869,16.598282733
1707865531998,16.930813194
1707865532133,17.312353479
1707865532254,17.643458258
1707865532369,17.910179332
1707865532471,18.166693609
1707865532574,18.419904988
1707865532705,18.706606542
1707865532849,18.995454625
1707865532970,19.26675593
1707865533173,19.661479225
1707865533380,20.02326415
1707865533501,20.330387427
1707865533625,20.649082605
1707865533726,20.906458828
1707865533825,21.167316063
1707865533931,21.437607398
1707865534048,21.737361389
1707865534179,22.121253365
1707865534287,22.394650409
1707865534406,22.71251201
1707865534567,23.095192334
1707865534692,23.40499495
1707865534800,23.674822598
1707865534905,23.946140192
1707865535043,24.319107654
1707865535202,24.70669217
1707865535317,24.988515112
1707865535419,25.254354465
1707865535532,25.528489709
1707865535682,25.83290703
1707865535850,26.164386521
1707865536067,26.544612449
1707865536333,26.962274461
1707865536473,27.28641056
1707865536612,27.585807687
1707865536732,27.875091808
1707865536854,28.15272643
1707865536971,28.444019911
1707865537072,28.669925282
1707865537194,28.939798788
1707865537320,29.248473714
1707865537468,29.571996523
1707865537580,29.830812696
1707865537690,30.037613996
1707865537874,30.354695269
1707865538005,30.668885091
1707865538122,30.990370617
1707865538224,31.259014271
1707865538365,31.638143923
1707865538481,31.923059572
1707865538609,32.173297972
1707865538752,32.40017432
1707865538901,32.679958812
1707865539043,33.018782516
1707865539167,33.322134808
1707865539283,33.612989191
1707865539399,33.940425403
1707865539559,34.357320121
1707865539708,34.769075946
1707865539820,35.090515505
1707865539958,35.456690581
1707865540100,35.868256952
1707865540219,36.204539678
1707865540373,36.594661672
1707865540571,36.973299813
1707865540779,37.457334026
1707865540954,37.875356956
1707865541065,38.089242952
1707865541264,38.413251287
1707865541392,38.652655275
1707865541508,38.850938216
1707865541638,39.044315274
1707865541768,39.279531729
1707865542059,39.554813612
1707865542278,40.033428289
1707865542388,40.308236744
1707865542527,40.701566291
1707865542668,41.085692399
1707865542787,41.438867899
1707865542920,41.770372123
1707865543024,42.03596496
1707865543118,42.27786125
1707865543246,42.552403819
1707865543359,42.829175534
1707865543465,43.104174867
1707865543581,43.414777914
